image_name,M1_tx_mm,M1_ty_mm,M1_tz_mm,M2_tx_mm,M2_ty_mm,M2_tz_mm,tx_rel_mm,ty_rel_mm,tz_rel_mm,distance_mm,error_mm,qx_rel,qy_rel,qz_rel,qw_rel,elapsed_time_s
Basler_acA2040-35gm__23324651__20250612_171533954_0074.tiff,18.7342,-67.8845,895.78,-95.3965,42.4079,900.589,-111.287,-113.128,5.52484,158.787,3.22365,0.706707,0.00703359,0.00210139,0.707468,0.0570218
Basler_acA2040-35gm__23324651__20250612_171533954_0075.tiff,18.7344,-67.8838,895.782,-95.3948,42.4083,900.599,-111.284,-113.128,5.55895,158.786,3.22261,0.706708,0.00698389,0.00203615,0.707468,0.0572032
Basler_acA2040-35gm__23324651__20250612_171533954_0076.tiff,18.7326,-67.8824,895.793,-95.3983,42.4103,900.596,-111.285,-113.131,5.51006,158.787,3.22381,0.706707,0.00703791,0.001864,0.707469,0.0677245
Basler_acA2040-35gm__23324651__20250612_171533954_0077.tiff,18.7349,-67.885,895.806,-95.3944,42.408,900.577,-111.285,-113.13,5.46716,158.785,3.22188,0.706701,0.00671692,0.00191458,0.707478,0.0567707
Basler_acA2040-35gm__23324651__20250612_171533954_0078.tiff,18.7349,-67.885,895.806,-95.3944,42.408,900.577,-111.285,-113.13,5.46716,158.785,3.22188,0.706701,0.00671692,0.00191458,0.707478,0.0579369
Basler_acA2040-35gm__23324651__20250612_171533954_0079.tiff,18.7321,-67.8896,895.785,-95.4008,42.4039,900.608,-111.288,-113.132,5.52513,158.79,3.22645,0.706698,0.00700613,0.00204096,0.707477,0.0570775
Basler_acA2040-35gm__23324651__20250612_171533954_0080.tiff,18.7361,-67.8855,895.768,-95.3993,42.4082,900.63,-111.284,-113.136,5.61092,158.793,3.22954,0.706693,0.0069848,0.0018699,0.707483,0.059776
Basler_acA2040-35gm__23324651__20250612_171533954_0081.tiff,18.7361,-67.8855,895.768,-95.3993,42.4082,900.63,-111.284,-113.136,5.61092,158.793,3.22954,0.706693,0.0069848,0.0018699,0.707483,0.0673517
Basler_acA2040-35gm__23324651__20250612_171533954_0082.tiff,18.7363,-67.8843,895.779,-95.3965,42.409,900.605,-111.285,-113.131,5.57356,158.79,3.22629,0.706698,0.00678871,0.00196405,0.70748,0.0562774
Basler_acA2040-35gm__23324651__20250612_171533954_0083.tiff,18.7345,-67.8809,895.783,-95.3963,42.4121,900.591,-111.284,-113.131,5.54098,158.788,3.22407,0.706689,0.00715226,0.00207032,0.707485,0.0581941
Basler_acA2040-35gm__23324651__20250612_171533954_0084.tiff,18.7338,-67.8782,895.751,-95.3954,42.412,900.583,-111.277,-113.129,5.65884,158.785,3.22168,0.706685,0.0070372,0.00237552,0.707489,0.0608478
Basler_acA2040-35gm__23324651__20250612_171533954_0085.tiff,18.7347,-67.8829,895.787,-95.3977,42.4088,900.6,-111.285,-113.131,5.54597,158.788,3.22455,0.706702,0.00688733,0.00194288,0.707475,0.0585845
Basler_acA2040-35gm__23324651__20250612_171533954_0086.tiff,18.7371,-67.8878,895.817,-95.3978,42.4079,900.615,-111.289,-113.134,5.50591,158.792,3.22862,0.706707,0.00716501,0.00190976,0.707468,0.0644366
Basler_acA2040-35gm__23324651__20250612_171533954_0087.tiff,18.7371,-67.8878,895.817,-95.3978,42.4079,900.615,-111.289,-113.134,5.50591,158.792,3.22862,0.706707,0.00716501,0.00190976,0.707468,0.0621228
Basler_acA2040-35gm__23324651__20250612_171533954_0088.tiff,18.736,-67.8832,895.78,-95.3999,42.4098,900.621,-111.282,-113.134,5.65242,158.792,3.22882,0.7067,0.00691313,0.00222267,0.707476,0.0565926
Basler_acA2040-35gm__23324651__20250612_171533954_0089.tiff,18.736,-67.8832,895.78,-95.3999,42.4098,900.621,-111.282,-113.134,5.65242,158.792,3.22882,0.7067,0.00691313,0.00222267,0.707476,0.05734
